Rank;Time;Name;Country;Date of Birth;Place;City;Date;Gender;Event;Time_s;Age
206;00:01:43.380000;David Kiptoo Singoei;KEN;1965-06-26;2.0;Monaco;1996-10-08;Men;800 m;103.38;31.306849315068494
206;00:01:43.380000;Wilson Kipketer;DEN;1970-12-12;1.0;Athínai;1997-08-08;Men;800 m;103.38;26.673972602739727
206;00:01:43.380000;Rich Kenah;USA;1970-08-04;3.0;Zürich;1997-08-13;Men;800 m;103.38;27.043835616438358
206;00:01:43.380000;Arthémon Hatungimana;BDI;1974-01-21;3.0;Bruxelles;2001-08-24;Men;800 m;103.38;27.60821917808219
206;00:01:43.380000;Mbulaeni Mulaudzi;RSA;1980-09-08;1.0;Zürich;2006-08-18;Men;800 m;103.38;25.958904109589042
213;00:01:43.390000;Billy Konchellah;KEN;1961-10-20;1.0;Zürich;1987-08-19;Men;800 m;103.39;25.846575342465755
213;00:01:43.390000;Johnny Gray;USA;1960-06-19;1.0;Oslo;1989-01-07;Men;800 m;103.39;28.572602739726026
213;00:01:43.390000;William Tanui;KEN;1964-02-22;1.0;Bruxelles;1990-10-08;Men;800 m;103.39;26.643835616438356
213;00:01:43.390000;Patrick Konchellah;KEN;1968-04-20;2.0;Linz;1997-09-07;Men;800 m;103.39;29.4027397260274
217;00:01:43.400000;David Rudisha;KEN;1988-12-17;1.0;Eldoret;2016-06-30;Men;800 m;103.4;27.553424657534247
217;00:01:43.400000;Mark Everett;USA;1968-09-02;1.0;Oslo;1992-04-07;Men;800 m;103.4;23.610958904109587
217;00:01:43.400000;Leonard Kosencha;KEN;1994-08-21;2.0;Monaco;2012-07-20;Men;800 m;103.4;17.926027397260274
220;00:01:43.410000;Peter Elliott;GBR;1962-10-09;2.0;Roma;1987-01-09;Men;800 m;103.41;24.268493150684932
220;00:01:43.410000;Pierre-Ambroise Bosse;FRA;1992-05-11;4.0;Rio de Janeiro;2016-08-15;Men;800 m;103.41;24.279452054794522
222;00:01:43.420000;Steve Cram;GBR;1960-10-14;3.0;Zürich;1988-08-17;Men;800 m;103.42;27.86027397260274
222;00:01:43.420000;David Kiptoo Singoei;KEN;1965-06-26;2.0;Rieti;1996-01-09;Men;800 m;103.42;30.55890410958904
222;00:01:43.420000;Yuriy Borzakovskiy;RUS;1981-04-12;1.0;Athínai;2006-03-07;Men;800 m;103.42;24.91780821917808
225;00:01:43.430000;Johnny Gray;USA;1960-06-19;3.0;Zürich;1985-08-21;Men;800 m;103.43;25.18904109589041
225;00:01:43.430000;Youssef Saad Kamel;BRN;1983-03-29;2.0;Rieti;2004-05-09;Men;800 m;103.43;21.12876712328767
225;00:01:43.430000;Ferguson Cheruiyot;KEN;1989-11-30;4.0;Saint-Denis;2016-08-27;Men;800 m;103.43;26.75890410958904
228;00:01:43.440000;Alberto Juantorena;CUB;1950-12-03;1.0;Sofia;1977-08-21;Men;800 m;103.44;26.734246575342464
228;00:01:43.440000;Hezekiél Sepeng;RSA;1974-06-30;1.0;Zürich;1997-08-13;Men;800 m;103.44;23.136986301369863
228;00:01:43.440000;Duane Solomon;USA;1984-12-28;3.0;Monaco;2012-07-20;Men;800 m;103.44;27.578082191780823
231;00:01:43.450000;Paul Ereng;KEN;1967-08-22;1.0;Seoul;1988-09-26;Men;800 m;103.45;21.112328767123287
231;00:01:43.450000;Benson Koech;KEN;1974-11-10;2.0;Zürich;1995-08-16;Men;800 m;103.45;20.778082191780822
231;00:01:43.450000;Patrick Ndururi;KEN;1969-01-12;2.0;Fukuoka;1997-09-13;Men;800 m;103.45;28.687671232876713
231;00:01:43.450000;Bram Som;NED;1980-02-20;2.0;Zürich;2006-08-18;Men;800 m;103.45;26.50958904109589
231;00:01:43.450000;Asbel Kiprop;KEN;1989-06-30;2.0;Ad-Dawhah;2010-05-14;Men;800 m;103.45;20.884931506849316
231;00:01:43.450000;Adam Kszczot;POL;1989-09-02;5.0;Monaco;2015-07-17;Men;800 m;103.45;25.887671232876713
237;00:01:43.460000;Johnny Gray;USA;1960-06-19;1.0;Zürich;1986-08-13;Men;800 m;103.46;26.167123287671235
237;00:01:43.460000;Arthémon Hatungimana;BDI;1974-01-21;2.0;Zürich;1996-08-14;Men;800 m;103.46;22.578082191780823
237;00:01:43.460000;David Rudisha;KEN;1988-12-17;1.0;Tomblaine;2011-06-24;Men;800 m;103.46;22.53150684931507
240;00:01:43.470000;Hezekiél Sepeng;RSA;1974-06-30;1.0;Durham;1996-07-13;Men;800 m;103.47;22.052054794520547
241;00:01:43.480000;Wilfred Bungei;KEN;1980-07-24;1.0;Bruxelles;2004-03-09;Men;800 m;103.48;23.64109589041096
241;00:01:43.480000;Asbel Kiprop;KEN;1989-06-30;1.0;Athínai;2009-07-13;Men;800 m;103.48;20.04931506849315
241;00:01:43.480000;Abubaker Kaki Khamis;SUD;1989-06-21;1.0;Torino;2010-12-06;Men;800 m;103.48;21.473972602739725
241;00:01:43.480000;Jonathan Kitilit;KEN;1994-04-24;2.0;Nairobi;2016-04-29;Men;800 m;103.48;22.03013698630137
245;00:01:43.490000;José Luis Barbosa;BRA;1961-05-27;2.0;Hengelo;1988-08-14;Men;800 m;103.49;27.235616438356164
246;00:01:43.500000;Rick Wohlhuter;USA;1948-12-23;1.0;Eugene;1974-08-06;Men;800 m;103.5;25.635616438356163
246;00:01:43.500000;Alberto Juantorena;CUB;1950-12-03;1.0;Montréal;1976-07-25;Men;800 m;103.5;25.660273972602738
246;00:01:43.500000;Vebjørn Rodal;NOR;1972-09-16;2.0;Oslo;1994-07-22;Men;800 m;103.5;21.86027397260274
246;00:01:43.500000;Patrick Konchellah;KEN;1968-04-20;2.0;Bruxelles;1997-08-22;Men;800 m;103.5;29.35890410958904
246;00:01:43.500000;Mahjoub Haïda;MAR;1970-07-01;2.0;Roma;1998-07-14;Men;800 m;103.5;28.054794520547944
246;00:01:43.500000;William Yiampoy;KEN;1974-05-17;2.0;Bruxelles;2004-03-09;Men;800 m;103.5;29.832876712328765
246;00:01:43.500000;Abubaker Kaki Khamis;SUD;1989-06-21;1.0;Monaco;2009-07-28;Men;800 m;103.5;20.115068493150684
246;00:01:43.500000;Abubaker Kaki Khamis;SUD;1989-06-21;1.0;Saint-Denis;2010-07-16;Men;800 m;103.5;21.08219178082192
246;00:01:43.500000;David Rudisha;KEN;1988-12-17;1.0;Bruxelles;2010-08-27;Men;800 m;103.5;21.706849315068492
246;00:01:43.500000;Mohammed Aman;ETH;1994-01-10;1.0;Milano;2011-09-18;Men;800 m;103.5;17.698630136986303
256;00:01:43.510000;Sammy Koskei;KEN;1961-05-14;2.0;Zürich;1984-08-22;Men;800 m;103.51;23.29041095890411
256;00:01:43.510000;Johnny Gray;USA;1960-06-19;2.0;Oslo;1992-04-07;Men;800 m;103.51;31.82191780821918
256;00:01:43.510000;Mohammed Aman;ETH;1994-01-10;1.0;Daegu;2012-05-16;Men;800 m;103.51;18.35890410958904
259;00:01:43.520000;Joseph Mutua Mwengi;KEN;1978-12-10;5.0;Bruxelles;2003-05-09;Men;800 m;103.52;24.427397260273974
259;00:01:43.520000;Bram Som;NED;1980-02-20;3.0;Rieti;2006-08-27;Men;800 m;103.52;26.534246575342465
259;00:01:43.520000;David Rudisha;KEN;1988-12-17;1.0;Zürich;2009-08-28;Men;800 m;103.52;20.70958904109589
259;00:01:43.520000;Mohammed Aman;ETH;1994-01-10;1.0;Berlin;2014-08-31;Men;800 m;103.52;20.65205479452055
259;00:01:43.520000;Ayanleh Souleiman;DJI;1992-12-03;5.0;Saint-Denis;2016-08-27;Men;800 m;103.52;23.747945205479454
264;00:01:43.530000;David Rudisha;KEN;1988-12-17;3.0;Hengelo;2009-01-06;Men;800 m;103.53;20.068493150684933
264;00:01:43.530000;Taoufik Makhloufi;ALG;1988-04-29;2.0;Berlin;2014-08-31;Men;800 m;103.53;26.356164383561644
266;00:01:43.540000;William Wuyke;VEN;1958-05-21;2.0;Rieti;1986-07-09;Men;800 m;103.54;28.153424657534245
266;00:01:43.540000;Nixon Kiprotich;KEN;1962-12-04;1.0;Rieti;1993-05-09;Men;800 m;103.54;30.44931506849315
266;00:01:43.540000;Wilson Kipketer;DEN;1970-12-12;1.0;Roma;1997-05-06;Men;800 m;103.54;26.416438356164385
269;00:01:43.550000;Nixon Kiprotich;KEN;1962-12-04;1.0;Köln;1992-08-16;Men;800 m;103.55;29.720547945205478
269;00:01:43.550000;Philip Kibitok;KEN;1971-03-23;3.0;Rieti;1996-01-09;Men;800 m;103.55;24.816438356164383
269;00:01:43.550000;Wilson Kipketer;DEN;1970-12-12;1.0;München;1999-11-09;Men;800 m;103.55;28.92876712328767
269;00:01:43.550000;Nick Symmonds;USA;1983-12-30;2.0;Moskva;2013-08-13;Men;800 m;103.55;29.64109589041096
269;00:01:43.550000;Donavan Brazier;USA;1997-04-15;1.0;Eugene;2016-10-06;Men;800 m;103.55;19.49041095890411
269;00:01:43.550000;Ferguson Cheruiyot;KEN;1989-11-30;5.0;Rio de Janeiro;2016-08-15;Men;800 m;103.55;26.726027397260275
275;00:01:43.560000;Rob Druppers;NED;1962-04-29;4.0;Köln;1985-08-25;Men;800 m;103.56;23.339726027397262
275;00:01:43.560000;Arthémon Hatungimana;BDI;1974-01-21;2.0;Zürich;1995-08-16;Men;800 m;103.56;21.58082191780822
275;00:01:43.560000;Vebjørn Rodal;NOR;1972-09-16;2.0;Zürich;1996-08-14;Men;800 m;103.56;23.926027397260274
275;00:01:43.560000;Arthémon Hatungimana;BDI;1974-01-21;2.0;Zürich;1997-08-13;Men;800 m;103.56;23.575342465753426
275;00:01:43.560000;Mohammed Aman;ETH;1994-01-10;1.0;Stockholm;2012-08-17;Men;800 m;103.56;18.613698630136987
275;00:01:43.560000;Nick Symmonds;USA;1983-12-30;1.0;Zürich;2013-08-29;Men;800 m;103.56;29.684931506849313
275;00:01:43.560000;Mohammed Aman;ETH;1994-01-10;1.0;Roma;2015-04-06;Men;800 m;103.56;21.24931506849315
275;00:01:43.560000;Robert Biwott;KEN;1996-01-28;2.0;Barcelona;2015-08-07;Men;800 m;103.56;19.53698630136986
283;00:01:43.570000;Mike Boit;KEN;1949-01-06;1.0;Berlin;1976-08-20;Men;800 m;103.57;27.638356164383563
283;00:01:43.570000;Mahjoub Haïda;MAR;1970-07-01;3.0;Zürich;1995-08-16;Men;800 m;103.57;25.14246575342466
283;00:01:43.570000;Joseph Tengelei;KEN;1970-12-08;4.0;Zürich;1995-08-16;Men;800 m;103.57;24.704109589041096
283;00:01:43.570000;Patrick Ndururi;KEN;1969-01-12;4.0;Köln;1997-08-24;Men;800 m;103.57;28.632876712328766
283;00:01:43.570000;Hezekiél Sepeng;RSA;1974-06-30;3.0;Monaco;2001-07-20;Men;800 m;103.57;27.073972602739726
283;00:01:43.570000;David Rudisha;KEN;1988-12-17;2.0;Milano;2011-09-18;Men;800 m;103.57;22.767123287671232
289;00:01:43.580000;André Bucher;SUI;1976-10-19;1.0;Lausanne;2001-04-07;Men;800 m;103.58;24.482191780821918
289;00:01:43.580000;Yuriy Borzakovskiy;RUS;1981-04-12;2.0;Monaco;2009-07-28;Men;800 m;103.58;28.312328767123287
289;00:01:43.580000;Mbulaeni Mulaudzi;RSA;1980-09-08;2.0;Lausanne;2010-08-07;Men;800 m;103.58;29.931506849315067
289;00:01:43.580000;Mohammed Aman;ETH;1994-01-10;1.0;Rabat;2012-05-27;Men;800 m;103.58;18.389041095890413
289;00:01:43.580000;David Rudisha;KEN;1988-12-17;1.0;New York City;2015-06-13;Men;800 m;103.58;26.504109589041096
289;00:01:43.580000;Pierre-Ambroise Bosse;FRA;1992-05-11;6.0;Saint-Denis;2016-08-27;Men;800 m;103.58;24.312328767123287
295;00:01:43.590000;Johnny Gray;USA;1960-06-19;1.0;Rieti;1984-02-09;Men;800 m;103.59;23.65753424657534
295;00:01:43.590000;Wilson Kipketer;DEN;1970-12-12;2.0;Zürich;2002-08-16;Men;800 m;103.59;31.698630136986303
295;00:01:43.590000;Wilfred Bungei;KEN;1980-07-24;2.0;Athínai;2006-03-07;Men;800 m;103.59;25.635616438356163
295;00:01:43.590000;Bram Som;NED;1980-02-20;4.0;Rieti;2009-06-09;Men;800 m;103.59;29.32054794520548
299;00:01:43.600000;Paul Ereng;KEN;1967-08-22;1.0;London;1989-07-14;Men;800 m;103.6;21.90958904109589
299;00:01:43.600000;Abdi Bile;SOM;1962-12-28;3.0;Zürich;1989-08-16;Men;800 m;103.6;26.65205479452055
299;00:01:43.600000;David Kiptoo Singoei;KEN;1965-06-26;4.0;Zürich;1998-12-08;Men;800 m;103.6;33.47397260273973
299;00:01:43.600000;Leonard Kosencha;KEN;1994-08-21;2.0;Rabat;2012-05-27;Men;800 m;103.6;17.778082191780822
299;00:01:43.600000;Ferguson Cheruiyot;KEN;1989-11-30;1.0;Nairobi;2015-01-08;Men;800 m;103.6;25.123287671232877
299;00:01:43.600000;Clayton Murphy;USA;1995-02-26;1.0;Torrance;2017-04-15;Men;800 m;103.6;22.147945205479452
305;00:01:43.610000;Steve Cram;GBR;1960-10-14;1.0;Oslo;1983-08-23;Men;800 m;103.61;22.87123287671233
305;00:01:43.610000;Japheth Kimutai;KEN;1978-12-20;3.0;Roma;1998-07-14;Men;800 m;103.61;19.578082191780823
305;00:01:43.610000;Youssef Saad Kamel;BRN;1983-03-29;4.0;Rieti;2006-08-27;Men;800 m;103.61;23.43013698630137
305;00:01:43.610000;Mbulaeni Mulaudzi;RSA;1980-09-08;2.0;Jerez de la Frontera;2008-06-24;Men;800 m;103.61;27.81095890410959
305;00:01:43.610000;Mohammed Aman;ETH;1994-01-10;1.0;Roma;2013-06-06;Men;800 m;103.61;19.416438356164385
310;00:01:43.620000;Steve Cram;GBR;1960-10-14;1.0;Nice;1986-07-15;Men;800 m;103.62;25.767123287671232
310;00:01:43.620000;Earl Jones;USA;1964-07-17;2.0;Zürich;1986-08-13;Men;800 m;103.62;22.087671232876712
310;00:01:43.620000;William Tanui;KEN;1964-02-22;1.0;Lausanne;1992-08-07;Men;800 m;103.62;28.476712328767125
310;00:01:43.620000;Wilfred Bungei;KEN;1980-07-24;1.0;Sevilla;2003-07-06;Men;800 m;103.62;22.964383561643835
310;00:01:43.620000;Abraham Rotich;KEN;1993-06-26;1.0;Naimette-Xhovémont;2012-05-07;Men;800 m;103.62;18.876712328767123
310;00:01:43.620000;Mohammed Aman;ETH;1994-01-10;1.0;Berlin;2012-02-09;Men;800 m;103.62;18.09315068493151
316;00:01:43.630000;Agberto Conceiço Guimarães;BRA;1957-08-18;3.0;Koblenz;1984-08-29;Men;800 m;103.63;27.04931506849315
316;00:01:43.630000;Joseph Mutua Mwengi;KEN;1978-12-10;4.0;Monaco;2001-07-20;Men;800 m;103.63;22.624657534246577
316;00:01:43.630000;Ayanleh Souleiman;DJI;1992-12-03;1.0;Sollentuna;2013-06-27;Men;800 m;103.63;20.578082191780823
316;00:01:43.630000;Nijel Amos;BOT;1994-03-15;1.0;Eugene;2014-05-31;Men;800 m;103.63;20.224657534246575
320;00:01:43.640000;Alberto Juantorena;CUB;1950-12-03;1.0;Zürich;1977-08-24;Men;800 m;103.64;26.742465753424657
320;00:01:43.640000;Sebastian Coe;GBR;1956-09-29;2.0;Los Angeles;1984-06-08;Men;800 m;103.64;27.70958904109589
320;00:01:43.640000;Wilson Kipketer;KEN;1970-12-12;1.0;Göteborg;1994-08-24;Men;800 m;103.64;23.715068493150685
320;00:01:43.640000;Japheth Kimutai;KEN;1978-12-20;3.0;Zürich;1997-08-13;Men;800 m;103.64;18.660273972602738
320;00:01:43.640000;Wilfred Bungei;KEN;1980-07-24;1.0;Zürich;2002-08-16;Men;800 m;103.64;22.076712328767123
320;00:01:43.640000;Mbulaeni Mulaudzi;RSA;1980-09-08;1.0;Madrid;2008-05-07;Men;800 m;103.64;27.67945205479452
326;00:01:43.650000;Willi Wülbeck;FRG;1954-12-18;1.0;Helsinki;1983-09-08;Men;800 m;103.65;28.742465753424657
326;00:01:43.650000;Laban Rotich;KEN;1969-01-20;4.0;Stuttgart;1998-07-19;Men;800 m;103.65;29.512328767123286
326;00:01:43.650000;Timothy Kitum;KEN;1994-11-20;1.0;Heusden-Zolder;2014-07-19;Men;800 m;103.65;19.673972602739727
329;00:01:43.660000;Alberto Juantorena;CUB;1950-12-03;1.0;Bydgoszcz;1977-06-19;Men;800 m;103.66;26.561643835616437
329;00:01:43.660000;William Tanui;KEN;1964-02-22;1.0;Barcelona;1992-05-08;Men;800 m;103.66;28.22739726027397
329;00:01:43.660000;Robert Kibet;KEN;1965-12-15;4.0;Rieti;1996-01-09;Men;800 m;103.66;30.087671232876712
329;00:01:43.660000;Hezekiél Sepeng;RSA;1974-06-30;2.0;Zürich;1999-11-08;Men;800 m;103.66;25.375342465753423
329;00:01:43.660000;Mohammed Al-Salhi;KSA;1986-05-11;3.0;Ad-Dawhah;2009-08-05;Men;800 m;103.66;23.252054794520546
329;00:01:43.660000;Alfred Kirwa Yego;KEN;1986-11-28;2.0;Zürich;2009-08-28;Men;800 m;103.66;22.764383561643836
335;00:01:43.670000;Mark Everett;USA;1968-09-02;2.0;New Orleans;1992-06-24;Men;800 m;103.67;23.824657534246576
335;00:01:43.670000;Vebjørn Rodal;NOR;1972-09-16;1.0;Köln;1996-08-16;Men;800 m;103.67;23.931506849315067
335;00:01:43.670000;Sammy Kibet Langat;KEN;1970-01-24;5.0;Rieti;1996-01-09;Men;800 m;103.67;25.975342465753425
335;00:01:43.670000;Dmitrijs Milkevics;LAT;1981-12-06;3.0;Athínai;2006-03-07;Men;800 m;103.67;24.265753424657536
335;00:01:43.670000;Wilfred Bungei;KEN;1980-07-24;3.0;Zürich;2006-08-18;Men;800 m;103.67;26.084931506849315
335;00:01:43.670000;Nick Symmonds;USA;1983-12-30;1.0;London;2013-07-26;Men;800 m;103.67;29.59178082191781
341;00:01:43.680000;Wilson Kipketer;KEN;1970-12-12;1.0;Monaco;1994-02-08;Men;800 m;103.68;23.175342465753424
341;00:01:43.680000;Yuriy Borzakovskiy;RUS;1981-04-12;6.0;Bruxelles;2003-05-09;Men;800 m;103.68;22.087671232876712
341;00:01:43.680000;Amine Laâlou;MAR;1982-05-13;2.0;Zürich;2004-06-08;Men;800 m;103.68;22.087671232876712
341;00:01:43.680000;Khadevis Robinson;USA;1976-07-19;5.0;Rieti;2006-08-27;Men;800 m;103.68;30.126027397260273
341;00:01:43.680000;Gary Reed;CAN;1981-10-25;4.0;Monaco;2008-07-29;Men;800 m;103.68;26.778082191780822
341;00:01:43.680000;Abubaker Kaki Khamis;SUD;1989-06-21;1.0;Eugene;2011-04-06;Men;800 m;103.68;21.805479452054794
347;00:01:43.690000;Atle Douglas;NOR;1968-06-09;1.0;Rieti;1995-05-09;Men;800 m;103.69;26.931506849315067
347;00:01:43.690000;William Yiampoy;KEN;1974-05-17;2.0;Zürich;2002-08-16;Men;800 m;103.69;28.268493150684932
347;00:01:43.690000;Wilfred Bungei;KEN;1980-07-24;1.0;Madrid;2006-07-17;Men;800 m;103.69;25.997260273972604
347;00:01:43.690000;Abubaker Kaki Khamis;SUD;1989-06-21;1.0;Sollentuna;2012-05-07;Men;800 m;103.69;22.893150684931506
347;00:01:43.690000;Ayanleh Souleiman;DJI;1992-12-03;1.0;Huddinge;2014-07-25;Men;800 m;103.69;21.654794520547945
352;00:01:43.700000;Marcello Fiasconaro;ITA;1949-07-19;1.0;Milano;1973-06-27;Men;800 m;103.7;23.956164383561642
352;00:01:43.700000;Johnny Gray;USA;1960-06-19;1.0;Burnaby;1988-05-06;Men;800 m;103.7;27.898630136986302
352;00:01:43.700000;Robert Kibet;KEN;1965-12-15;2.0;Oslo;1989-01-07;Men;800 m;103.7;23.07945205479452
352;00:01:43.700000;Nixon Kiprotich;KEN;1962-12-04;2.0;Barcelona;1992-05-08;Men;800 m;103.7;29.446575342465753
352;00:01:43.700000;Rich Kenah;USA;1970-08-04;5.0;Köln;1997-08-24;Men;800 m;103.7;27.073972602739726
352;00:01:43.700000;André Bucher;SUI;1976-10-19;1.0;Edmonton;2001-07-08;Men;800 m;103.7;24.734246575342464
352;00:01:43.700000;Wilfred Bungei;KEN;1980-07-24;1.0;Rieti;2005-08-28;Men;800 m;103.7;25.112328767123287
352;00:01:43.700000;Nick Symmonds;USA;1983-12-30;2.0;Des Moines;2013-06-23;Men;800 m;103.7;29.5013698630137
352;00:01:43.700000;Nijel Amos;BOT;1994-03-15;2.0;Saint-Denis;2014-05-07;Men;800 m;103.7;20.15890410958904
361;00:01:43.710000;Hezekiél Sepeng;RSA;1974-06-30;2.0;Köln;1996-08-16;Men;800 m;103.71;22.145205479452056
361;00:01:43.710000;Arthémon Hatungimana;BDI;1974-01-21;3.0;Bruxelles;1997-08-22;Men;800 m;103.71;23.6
361;00:01:43.710000;Japheth Kimutai;KEN;1978-12-20;1.0;Nairobi;2003-07-26;Men;800 m;103.71;24.613698630136987
361;00:01:43.710000;Amine Laâlou;MAR;1982-05-13;3.0;Ad-Dawhah;2010-05-14;Men;800 m;103.71;28.02191780821918
361;00:01:43.710000;Abubaker Kaki Khamis;SUD;1989-06-21;1.0;Eugene;2012-02-06;Men;800 m;103.71;22.643835616438356
361;00:01:43.710000;Taoufik Makhloufi;ALG;1988-04-29;2.0;Stockholm;2012-08-17;Men;800 m;103.71;24.317808219178083
361;00:01:43.710000;Yeimer López;CUB;1982-08-20;3.0;Saint-Denis;2014-05-07;Men;800 m;103.71;31.734246575342464
368;00:01:43.720000;Billy Konchellah;KEN;1961-10-20;4.0;Koblenz;1985-08-28;Men;800 m;103.72;23.87123287671233
368;00:01:43.720000;Paul Ereng;KEN;1967-08-22;1.0;Bruxelles;1989-08-25;Men;800 m;103.72;22.024657534246575
368;00:01:43.720000;Johnny Gray;USA;1960-06-19;2.0;Sevilla;1990-05-30;Men;800 m;103.72;29.964383561643835
368;00:01:43.720000;André Bucher;SUI;1976-10-19;1.0;Zürich;2000-11-08;Men;800 m;103.72;24.07123287671233
368;00:01:43.720000;Wilfred Bungei;KEN;1980-07-24;1.0;Madrid;2004-07-17;Men;800 m;103.72;23.997260273972604
368;00:01:43.720000;David Rudisha;KEN;1988-12-17;2.0;Oslo;2008-06-06;Men;800 m;103.72;19.482191780821918
368;00:01:43.720000;Abraham Chepkirwok;UGA;1988-11-18;2.0;Madrid;2008-05-07;Men;800 m;103.72;19.47945205479452
368;00:01:43.720000;Jackson Kivuva;KEN;1989-08-11;4.0;Monaco;2010-07-22;Men;800 m;103.72;20.958904109589042
368;00:01:43.720000;Duane Solomon;USA;1984-12-28;1.0;Monaco;2013-07-19;Men;800 m;103.72;28.575342465753426
368;00:01:43.720000;Marcin Lewandowski;POL;1987-06-13;6.0;Monaco;2015-07-17;Men;800 m;103.72;28.112328767123287
378;00:01:43.730000;Nixon Kiprotich;KEN;1962-12-04;2.0;Bruxelles;1989-08-25;Men;800 m;103.73;26.742465753424657
378;00:01:43.730000;Johnny Gray;USA;1960-06-19;1.0;Roma;1994-08-06;Men;800 m;103.73;34.153424657534245
378;00:01:43.730000;Alfred Kipketer;KEN;1996-12-26;1.0;Eldoret;2016-01-07;Men;800 m;103.73;19.043835616438358
378;00:01:43.730000;Marcin Lewandowski;POL;1987-06-13;7.0;Saint-Denis;2016-08-27;Men;800 m;103.73;29.22739726027397
378;00:01:43.730000;Emmanuel Korir;KEN;1995-06-15;1.0;Berkeley;2017-04-28;Men;800 m;103.73;21.884931506849316
383;00:01:43.740000;Earl Jones;USA;1964-07-17;1.0;Los Angeles;1984-06-19;Men;800 m;103.74;19.936986301369863
383;00:01:43.740000;Johnny Gray;USA;1960-06-19;2.0;Los Angeles;1984-06-19;Men;800 m;103.74;24.016438356164382
383;00:01:43.740000;Frederick Onyancha;KEN;1969-12-25;3.0;Zürich;1996-08-14;Men;800 m;103.74;26.654794520547945
383;00:01:43.740000;Wilson Kipketer;DEN;1970-12-12;1.0;Monaco;1998-08-08;Men;800 m;103.74;27.673972602739727
383;00:01:43.740000;Andrea Longo;ITA;1975-06-26;1.0;Rieti;2000-03-09;Men;800 m;103.74;24.720547945205478
383;00:01:43.740000;Mbulaeni Mulaudzi;RSA;1980-09-08;1.0;Monaco;2007-07-25;Men;800 m;103.74;26.893150684931506
383;00:01:43.740000;Mohammed Aman;ETH;1994-01-10;2.0;Eugene;2012-02-06;Men;800 m;103.74;18.084931506849315
383;00:01:43.740000;Kevin López;ESP;1990-06-12;4.0;Monaco;2012-07-20;Men;800 m;103.74;22.12054794520548
383;00:01:43.740000;Taoufik Makhloufi;ALG;1988-04-29;1.0;Rieti;2012-09-09;Men;800 m;103.74;24.38082191780822
392;00:01:43.750000;José Luis Barbosa;BRA;1961-05-27;1.0;Zürich;1991-07-08;Men;800 m;103.75;30.134246575342466
392;00:01:43.750000;Patrick Konchellah;KEN;1968-04-20;2.0;Stockholm;1997-07-07;Men;800 m;103.75;29.232876712328768
392;00:01:43.750000;Youssef Saad Kamel;BRN;1983-03-29;4.0;Athínai;2006-03-07;Men;800 m;103.75;22.956164383561642
395;00:01:43.760000;José Luis Barbosa;BRA;1961-05-27;3.0;Roma;1987-01-09;Men;800 m;103.76;25.638356164383563
395;00:01:43.760000;Benyounès Lahlou;MAR;1964-11-03;2.0;Nice;1996-10-07;Men;800 m;103.76;31.947945205479453
395;00:01:43.760000;Yuriy Borzakovskiy;RUS;1981-04-12;2.0;Saint-Denis;2001-06-07;Men;800 m;103.76;20.167123287671235
395;00:01:43.760000;Wilson Kipketer;DEN;1970-12-12;1.0;Monaco;2002-07-19;Men;800 m;103.76;31.621917808219177
395;00:01:43.760000;Amine Laâlou;MAR;1982-05-13;1.0;Zhukovskiy;2010-06-26;Men;800 m;103.76;28.13972602739726
395;00:01:43.760000;Nick Symmonds;USA;1983-12-30;3.0;Rieti;2010-08-29;Men;800 m;103.76;26.682191780821917
395;00:01:43.760000;David Rudisha;KEN;1988-12-17;1.0;Nairobi;2011-07-16;Men;800 m;103.76;22.59178082191781
395;00:01:43.760000;Job Kinyor;KEN;1990-09-02;2.0;Ad-Dawhah;2012-11-05;Men;800 m;103.76;22.19178082191781
395;00:01:43.760000;Pierre-Ambroise Bosse;FRA;1992-05-11;2.0;Monaco;2013-07-19;Men;800 m;103.76;21.202739726027396
395;00:01:43.760000;Ayanleh Souleiman;DJI;1992-12-03;3.0;Moskva;2013-08-13;Men;800 m;103.76;20.706849315068492
395;00:01:43.760000;David Rudisha;KEN;1988-12-17;2.0;Lausanne;2015-09-07;Men;800 m;103.76;26.73972602739726
395;00:01:43.760000;Adam Kszczot;POL;1989-09-02;8.0;Saint-Denis;2016-08-27;Men;800 m;103.76;27.002739726027396
395;00:01:43.760000;Kipyegon Bett;KEN;1998-01-02;2.0;Berlin;2016-03-09;Men;800 m;103.76;18.194520547945206
408;00:01:43.770000;Abraham Kiplagat;KEN;1984-08-09;5.0;Monaco;2010-07-22;Men;800 m;103.77;25.96712328767123
408;00:01:43.770000;Andrew Osagie;GBR;1988-02-19;8.0;London;2012-09-08;Men;800 m;103.77;24.56986301369863
408;00:01:43.770000;Nijel Amos;BOT;1994-03-15;1.0;Zürich;2014-08-28;Men;800 m;103.77;20.46849315068493
411;00:01:43.780000;Sammy Koskei;KEN;1961-05-14;5.0;Köln;1985-08-25;Men;800 m;103.78;24.2986301369863
411;00:01:43.780000;Agberto Conceiço Guimarães;BRA;1957-08-18;5.0;Köln;1985-08-25;Men;800 m;103.78;28.03835616438356
411;00:01:43.780000;Paul Ereng;KEN;1967-08-22;1.0;Barcelona;1990-07-16;Men;800 m;103.78;22.915068493150685
411;00:01:43.780000;Jean-Patrick Nduwimana;BDI;1978-05-09;3.0;Saint-Denis;2001-06-07;Men;800 m;103.78;23.095890410958905
